word,pos,example_sentence,collocations,root_analysis,synonyms,category,topic,card_type,zh_hint,notes
sphere,n.,Childcare was long treated as belonging to the private sphere.,the public sphere; in the sphere of; a sphere of influence,希臘 sphaira「球」(同 hemisphere/atmosphere) → 一個球狀的範圍,domain; field; area; realm,AWL,Sublist 9,passive,領域、範圍,
subordinate,adj./n./v.,Environmental concerns were subordinate to economic growth for decades.,subordinate to; a subordinate role; subordinate staff,"sub-(在下面) + ordin(次序, 同 order/coordinate) + -ate → 排在下面的",secondary; lesser; junior; inferior,AWL,Sublist 9,passive,次要的、下屬的,
supplement,n./v.,Many students supplement their income with weekend work.,supplement income; a dietary supplement; supplement with,"sup-(在下面) + ple(填滿, 同 complete/supply/plenty) → 從底下補上",add to; top up; complement; addition,AWL,Sublist 9,passive,補充,
suspend,v.,Services were suspended for three days after the storm.,suspend services; temporarily suspend; suspend a decision,"sus-(在下面) + pend(懸掛, 同 pendant/depend/append) → 吊在半空 → 暫停",halt; pause; postpone; hang,AWL,Sublist 9,passive,暫停、懸掛,
team,n./v.,A research team from three universities ran the trial.,a research team; team up with; work as a team,古英語 team「一組拉車的牲口」→ 一起使力的一組,group; crew; squad; unit,AWL,Sublist 9,passive,團隊,
temporary,adj.,The measures were meant to be temporary but lasted five years.,a temporary solution; temporary accommodation; purely temporary,"tempor(時間, 拉丁 tempus, 同 tempo/contemporary) + -ary → 只在一段時間內的",short-term; provisional; interim; passing,AWL,Sublist 9,passive,暫時的,反義字 permanent
trigger,v./n.,The price rise triggered protests in a dozen cities.,trigger a response; trigger protests; a trigger for,荷蘭語 trekker「拉的東西」(同 trek) → 一扣就發動,set off; spark; prompt; cause,AWL,Sublist 9,passive,引發；觸發器,
unify,v.,A single ticketing system unified four separate transport networks.,unify a system; a unified approach; unify the country,"uni-(一, 同 unit/unique/union) + -ify(使) → 使成為一個",merge; combine; integrate; consolidate,AWL,Sublist 9,passive,統一、整合,
violate,v.,The firm violated safety rules on more than twenty occasions.,violate a law; violate rights; repeatedly violate,拉丁 violare「強行對待」(同 violence/violent) → 硬闖過去 → 違反,breach; break; infringe; contravene,AWL,Sublist 9,passive,違反、侵犯,
vision,n.,The mayor set out a clear vision for the city in 2050.,a clear vision; a vision for; share a vision,"vis(看, 同 visible/visit/supervise) + -ion → 看到的東西；引申為願景",sight; outlook; foresight; plan,AWL,Sublist 9,passive,視力；願景,
adjacent,adj.,The car park is adjacent to the main entrance.,adjacent to; an adjacent building; adjacent areas,"ad-(朝向) + jac(躺, 拉丁 jacere, 同 adjacent/eject) + -ent → 躺在旁邊的",neighbouring; next to; adjoining; bordering,AWL,Sublist 10,passive,鄰接的,
albeit,conj.,"Sales recovered, albeit more slowly than expected.",albeit slowly; albeit briefly; albeit with reservations,all + be + it → 「即使它全都是這樣」縮成一個連接詞,although; even though; though,AWL,Sublist 10,passive,雖然、儘管,後面通常直接接形容詞或副詞片語，不接完整子句 —— 用對了很加分
assemble,v.,Volunteers assembled outside the town hall before dawn.,assemble a team; assemble parts; assemble outside,"as-(朝向) + simul(一起, 拉丁 simul, 同 simultaneous/similar) → 聚到一起",gather; collect; put together; convene,AWL,Sublist 10,passive,集合、組裝,
collapse,v./n.,Fish stocks collapsed within a decade of the fleet's arrival.,collapse completely; the collapse of; an economic collapse,"col-(一起) + laps(滑落, 拉丁 labi, 同 lapse/relapse) → 整個垮下來",fall apart; break down; crumble; fail,AWL,Sublist 10,passive,崩潰、倒塌,
colleague,n.,She published the paper with two colleagues from Berlin.,a close colleague; former colleagues; a colleague of mine,"col-(一起) + leg(選派, 拉丁 legare, 同 delegate/legal) → 一起被派來做事的人",co-worker; associate; workmate; peer,AWL,Sublist 10,passive,同事,
compile,v.,The team compiled data from forty separate weather stations.,compile a list; compile data; compile a report,"com-(一起) + pil(堆積, 拉丁 pilare, 同 pile/compilation) → 堆在一起整理",assemble; gather; collate; put together,AWL,Sublist 10,passive,彙編、整理,
conceive,v.,The scheme was first conceived in the 1970s but never funded.,conceive an idea; conceive of; originally conceived,"con-(完全) + ceive(拿取, 同 receive/perceive/deceive) → 在心裡孕育出來",imagine; devise; think up; envisage,AWL,Sublist 10,passive,構思、想出,
convince,v.,The evidence failed to convince the planning committee.,convince someone that; hard to convince; convince the public,"con-(徹底) + vinc(征服, 拉丁 vincere, 同 victory/evince) → 說到對方投降",persuade; satisfy; win over; assure,AWL,Sublist 10,passive,說服,
depress,v.,The recession depressed house prices for almost five years.,depress prices; depress demand; severely depress,de-(向下) + press(壓) → 往下壓,lower; reduce; dampen; weaken,AWL,Sublist 10,passive,壓低、使沮喪,
encounter,v./n.,Teachers encounter the same problem in almost every large class.,encounter a problem; encounter difficulties; a chance encounter,"en-(進入) + counter(相對, 拉丁 contra, 同 contrary/counter) → 迎面碰上",meet; come across; face; run into,AWL,Sublist 10,passive,遭遇、遇到,
enormous,adj.,Switching to renewables requires an enormous upfront investment.,an enormous amount; enormous pressure; an enormous impact,"e-(超出) + norm(標準, 同 norm/normal) + -ous → 超出常規尺度的",huge; immense; vast; massive,AWL,Sublist 10,passive,巨大的,
forthcoming,adj.,The findings will appear in a forthcoming issue of the journal.,a forthcoming election; not forthcoming; the forthcoming year,forth(向前) + coming(來) → 即將出現的,upcoming; imminent; approaching; available,AWL,Sublist 10,passive,即將到來的,另一個常見意思是「願意提供資訊的」：the funding was not forthcoming
incline,v./n.,Younger voters incline towards parties with stronger climate policies.,incline towards; be inclined to; a steep incline,"in-(朝向) + clin(傾斜, 拉丁 clinare, 同 decline/recline/climate) → 往某邊倒",lean; tend; be disposed; slope,AWL,Sublist 10,passive,傾向、傾斜,
integrity,n.,The integrity of the data was questioned after the audit.,academic integrity; personal integrity; the integrity of,"integr(完整, 同 integrate/entire/integral) + -ity → 完整不缺角 → 正直、完整性",honesty; soundness; wholeness; uprightness,AWL,Sublist 10,passive,正直；完整性,
intrinsic,adj.,Curiosity is an intrinsic motivation that rewards cannot replace.,intrinsic value; intrinsic motivation; intrinsic to,"intra-(在內部, 同 internal) + secus(跟隨) → 從內部來的",inherent; innate; built-in; essential,AWL,Sublist 10,passive,內在的、本質的,反義字 extrinsic（外在的）—— 教育題常考這組
invoke,v.,The council invoked emergency powers to clear the site.,invoke a law; invoke powers; invoke the principle of,"in-(朝向) + voc(呼叫, 同 voice/vocal/advocate) → 把某個依據叫出來用",cite; call upon; appeal to; apply,AWL,Sublist 10,passive,援引、訴諸,
levy,v./n.,Several cities levy a small charge on every plastic bag.,levy a tax; levy a charge; a carbon levy,拉丁 levare「舉起」(同 elevate/lever/relieve) → 把錢徵收上來,impose; charge; collect; tax,AWL,Sublist 10,passive,徵收、稅費,
likewise,adv.,"Bus use fell sharply; likewise, cycling declined in the same period.","likewise, ...; do likewise; and likewise","like(相似) + wise(方式, 同 otherwise/clockwise) → 用同樣的方式",similarly; in the same way; equally; also,AWL,Sublist 10,passive,同樣地,Task 1 描述第二組數據走勢相同時很好用
nonetheless,adv.,"The sample was small; nonetheless, the pattern was striking.","nonetheless, ...; but nonetheless; nonetheless remains",none + the + less → 一點也不因此減少 → 儘管如此,nevertheless; even so; however; still,AWL,Sublist 10,passive,儘管如此,
notwithstanding,prep./adv.,"Notwithstanding the cost, the scheme went ahead as planned.",notwithstanding the fact; notwithstanding this; notwithstanding the cost,"not + withstanding(抵擋, 同 withstand) → 擋不住 → 儘管",despite; in spite of; regardless of; even so,AWL,Sublist 10,passive,儘管,很正式，可以放句首也可以放在名詞後面
odd,adj.,It seems odd that the busiest station has the fewest staff.,an odd choice; odd numbers; the odd occasion,古北歐語 oddi「三角形的尖端、單數」→ 落單的 → 奇怪的,strange; peculiar; unusual; curious,AWL,Sublist 10,passive,奇怪的；奇數的,
ongoing,adj.,The investigation is ongoing and no conclusions have been published.,an ongoing debate; ongoing research; ongoing support,on(持續) + going(進行) → 還在進行中的,continuing; current; in progress; unfinished,AWL,Sublist 10,passive,持續進行的,
panel,n.,An independent panel reviewed all forty applications.,an expert panel; a panel of judges; a solar panel,拉丁 pannus「布片」(同 pane/pannier) → 一小片；引申為一小組人,board; committee; jury; board section,AWL,Sublist 10,passive,小組、面板,
persist,v.,The shortage of nurses persists despite higher salaries.,persist in; problems persist; persist despite,"per-(徹底) + sist(站立, 同 assist/resist/consist) → 一直站著不倒",continue; remain; endure; carry on,AWL,Sublist 10,passive,持續、堅持,
reluctance,n.,There is real reluctance among drivers to give up their cars.,reluctance to; with some reluctance; widespread reluctance,"re-(往回) + luct(掙扎, 拉丁 luctari, 同 reluctant) + -ance → 心裡往回掙 → 不情願",unwillingness; hesitation; resistance; disinclination,AWL,Sublist 10,passive,不情願,
so-called,adj.,The so-called smart motorway has done little to reduce delays.,the so-called experts; a so-called solution; so-called reform,so(如此) + called(被稱為) → 「別人是這樣叫它啦」→ 帶質疑的語氣,supposed; alleged; self-styled; purported,AWL,Sublist 10,passive,所謂的,帶懷疑語氣，Task 2 反駁對方立場時很有力
straightforward,adj.,The application process is straightforward and takes ten minutes.,a straightforward process; fairly straightforward; a straightforward answer,straight(直) + forward(向前) → 一直往前、不繞彎,simple; uncomplicated; clear; direct,AWL,Sublist 10,passive,簡單明瞭的、直接的,
undergo,v.,The city centre has undergone a complete transformation since 2010.,undergo change; undergo treatment; undergo a transformation,under(在下面) + go(走) → 從底下走過去 → 經歷,experience; go through; endure; be subjected to,AWL,Sublist 10,passive,經歷、接受,不規則變化：undergo / underwent / undergone
whereby,adv.,The council introduced a scheme whereby residents park for free.,a system whereby; an arrangement whereby; a scheme whereby,where(哪裡) + by(藉由) → 藉由那個方式,by which; through which; by means of which,AWL,Sublist 10,passive,藉此、憑藉,接在 system / scheme / arrangement 後面，是很自然的高分關係詞
mitigate,v.,Governments must act now to mitigate the effects of climate change.,mitigate the effects; mitigate the impact; mitigate risk,"mit(緩和、變柔軟, 同 mild) + -igate(使…) → 使變柔和",alleviate; reduce; ease; lessen,高頻話題字,環境,passive,減輕、緩和,
